PRICE,AREA
18.25 L,745
21.76 L,888
25.87 L,672
17.53 L,655
18.26 L,745
28 L,878
32 L,876
70 L,1220
32 L,878
74 L,1280
32 L,780
45 L,1143
70 L,1221
30 L,877
72 L,1321
30 L,862
27.5 L,879
62 L,1010
72 L,1320
70 L,1221
27 L,877
45 L,1143
42 L,1102
45 L,1143
41 L,1100
29.5 L,860
88 L,1701
29.51 L,875
43 L,1250
29 L,860
70 L,1221
45 L,1141
40 L,884
27.5 L,705
29 L,742
13.75 L,402
38.44 L,961
44.5 L,1156
52.6 L,1283
52.35 L,1277
51.25 L,1250
38.73 L,1006
45.04 L,1170
45.34 L,1163
42.89 L,1101
44.51 L,1059
44.8 L,1160
32 L,949
32.68 L,817
25.5 L,832
25.9 L,844
34.92 L,1046
25.21 L,821
22.25 L,870
15 L,532
18.25 L,665
18.75 L,699
29.49 L,776
28.11 L,740
41.32 L,1072
25.44 L,636
44.58 L,1142
41.8 L,1100
29.42 L,774
80 L,1240
80 L,1240
28.53 L,743
26.92 L,820
34.4 L,1045
27.69 L,845
26.92 L,820
34.4 L,1045
27.85 L,850
28.28 L,850
26.92 L,820
34.4 L,1045
33.08 L,829
27.25 L,717
18.96 L,570
27.33 L,820
34.52 L,1045
28.27 L,850
22.75 L,870
25.75 L,770
25.28 L,755
26.68 L,667
44.35 L,1095
38.55 L,952
27.68 L,692
32.8 L,819
30.43 L,801
44.52 L,1060
32 L,955
32.26 L,1070
34.92 L,1045
26.91 L,881
25.75 L,770
27.8 L,834
25.76 L,770
40.79 L,1158
17.62 L,532
28.27 L,850
28.5 L,772
79 L,1240
35.3 L,1070
89 L,1240
1.05 Cr,1469
1.1 Cr,1523
1.34 Cr,1947
1.03 Cr,1463
2.55 Cr,2350
2.1 Cr,2050
2 Cr,1900
1.3 Cr,1250
2.15 Cr,2490
1.14 Cr,1310
1 Cr,1522
22.45 L,436
56 L,901
56.1 L,901
55.95 L,901
56.15 L,901
22.51 L,437
22.2 L,437
22.5 L,437
22 L,437
29 L,650
56 L,901
22 L,480
17 L,480
16.99 L,480
22 L,480
56 L,901
18 L,480
17 L,480
22.1 L,480
22 L,480
56 L,900
80 L,1000
1.26 Cr,1750
1.25 Cr,1585
1.1 Cr,1809
22.1 L,437
55.4 L,900
55.56 L,900
55.51 L,900
22.5 L,437
22 L,437
56 L,900
55.5 L,900
55 L,900
82 L,1000
1.25 Cr,1585
1.1 Cr,1809
1.18 Cr,1606
50 L,1247
2.7 Cr,2200
3.8 Cr,3029
25.29 L,747
39.22 L,1136
29.58 L,882
65.28 L,1370
35.78 L,900
46.67 L,937
54.9 L,1120
23.1 L,770
29.47 L,702
30.51 L,730
20.25 L,722
62 L,1128
66 L,1128
64 L,1129
64 L,1128
63 L,1128
66 L,1228
19.5 L,669
63 L,1064
82 L,1285
40 L,1055
38 L,1055
52 L,1228
42.5 L,1048
39 L,1055
32 L,837
31.66 L,1128
22 L,800
22.26 L,795
1.5 Cr,1558
1.1 Cr,1054
1.25 Cr,1409
2.6 Cr,2073
1.4 Cr,1244
88 L,923
73 L,1257
1.3 Cr,2010
85 L,1524
98 L,1845
1.15 Cr,1955
1.02 Cr,1809
88 L,1210
1.4 Cr,1623
1.3 Cr,1742
1.25 Cr,1528
1.4 Cr,2204
1.2 Cr,2273
82 L,1450
3.2 Cr,3114
3.5 Cr,3245
1.99 Cr,1940
1.8 Cr,1651
19.4 L,680
2.5 Cr,1657
42 L,566
64 L,879
17.1 L,560
24.24 L,810
1.25 Cr,1718
1.55 Cr,2194
2.2 Cr,1712
1.5 Cr,1550
95 L,1032
1.8 Cr,1887
2 Cr,1887
2.5 Cr,1905
95 L,1080
1.6 Cr,1657
2 Cr,1840
3 Cr,3220
1.4 Cr,2095
1.5 Cr,1558
1.4 Cr,1244
1.35 Cr,1244
33 L,774
35 L,1000
60 L,890
58 L,1242
1 Cr,1540
25 L,730
14 L,500
19 L,600
21 L,700
78 L,1187
24 L,810
32 L,860
24 L,850
68 L,990
27 L,667
28 L,900
31 L,774
48 L,1000
53 L,950
52 L,950
62 L,1150
87 L,1500
1.57 Cr,2200
1.07 Cr,1700
1.4 Cr,2200
73 L,1210
78 L,1210
57 L,950
59 L,980
67 L,1100
85 L,1500
68 L,1100
70 L,1150
58 L,1100
57 L,1250
1.15 Cr,1422
1.45 Cr,1909
1.3 Cr,1653
1.4 Cr,1509
1.1 Cr,1833
40.59 L,990
30.65 L,730
63 L,1095
62 L,1095
45 L,770
1.07 Cr,1620
92 L,1226
1.02 Cr,1560
1.65 Cr,1470
1.35 Cr,1650
1.3 Cr,1116
1.6 Cr,1421
95 L,904
80 L,1290
55 L,822
95 L,1750
1.02 Cr,1522
1.22 Cr,1809
1.15 Cr,1489
1.22 Cr,1800
95 L,1460
72 L,922
1.02 Cr,1266
70 L,1100
1.24 Cr,1820
60 L,1090
72 L,1325
95 L,1440
96 L,1820
72 L,1325
70 L,930
35 L,1106
95 L,1480
60 L,1370
78 L,1130
75 L,1355
68 L,1530
75 L,1390
1.4 Cr,1671
85 L,1226
2.75 Cr,4597
1.4 Cr,1550
42 L,1050
85 L,1070
1.1 Cr,1310
1.3 Cr,1550
1.2 Cr,1176
1.25 Cr,1176
95 L,718
85 L,1226
1.1 Cr,1768
1.1 Cr,1460
1.3 Cr,1897
24.5 L,680
1.1 Cr,1610
40 L,1106
44 L,800
95 L,1580
63 L,1115
71 L,1530
24.5 L,743
37.68 L,919
40.59 L,990
29.25 L,697
38 L,950
39 L,900
53.3 L,1270
29.35 L,700
1.6 Cr,2640
56 L,850
85 L,1250
85 L,1250
75 L,1324
85 L,1690
15.75 L,450
42 L,953
41.4 L,920
42.97 L,955
42.88 L,953
36.08 L,880
12.51 L,510
11.5 L,510
16.45 L,615
22 L,940
23 L,943
23 L,943
21.95 L,943
17.51 L,760
20.5 L,1048
7.75 L,390
8.5 L,391
5 L,255
8 L,391
9.25 L,416
20.25 L,940
90 L,1480
71 L,1250
70.25 L,1251
72 L,1250
70 L,1251
70.3 L,1249
72.5 L,1250
73.5 L,1250
73 L,1250
75 L,1251
72.1 L,1250
71 L,1249
70.5 L,1250
75 L,1486
75 L,1250
63 L,1250
64 L,1250
83 L,1464
85 L,1464
75 L,1250
78 L,1200
1.5 Cr,1400
19.5 L,940
23.5 L,1100
41.5 L,1045
22.5 L,940
16.3 L,615
22 L,943
25 L,780
23 L,940
17.55 L,760
23 L,943
20 L,943
7.5 L,390
12.5 L,510
12.5 L,509
20.5 L,943
16.5 L,700
22.1 L,943
9 L,416
11.45 L,510
17.5 L,590
17.51 L,590
19.5 L,943
23 L,940
20.51 L,1048
23 L,943
20.5 L,940
19.5 L,940
22.4 L,943
21 L,943
22.25 L,943
21.75 L,940
19.5 L,940
15.55 L,615
21 L,943
21.25 L,943
17.55 L,760
17.5 L,760
17.55 L,760
11.3 L,510
23.5 L,940
22.75 L,943
16.25 L,615
8.5 L,390
16.5 L,615
21.5 L,943
22.5 L,943
23.5 L,940
20.5 L,940
22.55 L,943
17.51 L,760
23 L,940
15.5 L,615
11.55 L,510
8.75 L,390
7.8 L,391
20 L,1048
21.55 L,943
63 L,1250
77 L,1186
80 L,1480
76 L,1483
76 L,1480
75 L,1482
75.5 L,1480
75 L,1481
74 L,1483
69 L,1256
66 L,1251
70 L,1250
80 L,1715
67 L,1255
78 L,1720
80 L,1485
85 L,1487
75 L,1480
74 L,1480
82 L,1507
73 L,1480
55 L,900
72 L,1480
81 L,1506
84.5 L,1503
84 L,1506
85 L,1503
56 L,950
67 L,1500
65 L,1250
80 L,1489
70 L,1250
60 L,1250
50 L,840
90 L,1498
70 L,1110
65 L,1500
48 L,998
65 L,1226
95 L,1335
85 L,1226
1.3 Cr,2220
73 L,1250
75 L,1480
75 L,1625
70 L,1252
48 L,845
87 L,1485
52.5 L,960
86 L,1500
52 L,980
50 L,1000
72.1 L,1250
75 L,1253
71.5 L,1250
75.1 L,1254
65 L,1250
75 L,1482
80 L,1350
82 L,1378
75 L,1276
20 L,720
21 L,750
50 L,1000
50 L,1000
50 L,1000
85 L,1300
60 L,1000
19 L,715
20 L,750
76 L,1482
19 L,750
18 L,700
1.4 Cr,1665
50 L,860
50 L,860
50 L,860
50 L,860
91.7 L,1479
27 L,756
35 L,800
66.5 L,1450
71 L,1248
71 L,1250
56 L,952
59 L,1248
80 L,1248
83.5 L,1458
80 L,1249
90 L,1448
59 L,1249
58 L,1249
90 L,1249
59 L,1250
64 L,1250
72 L,1450
75 L,1250
71 L,1250
46.8 L,1170
30.96 L,774
58.3 L,1357
59.59 L,1386
33.54 L,818
45 L,1100
90.72 L,2016
26.5 L,800
32 L,780
25.44 L,636
33.12 L,828
46.48 L,1162
98.67 L,1794
78.48 L,1308
69.08 L,1256
45 L,1166
45 L,1194
31 L,852
35 L,1560
60 L,1280
51.32 L,1277
60 L,1353
58 L,1135
35 L,850
80 L,1240
56.4 L,1226
38.72 L,968
51.32 L,1277
60 L,930
65 L,1256
28 L,575
47 L,1000
78 L,1300
50 L,1000
65 L,1605
29 L,650
55 L,881
58 L,782
49 L,677
58 L,677
1.73 Cr,1768
82.5 L,1350
94 L,1350
1.35 Cr,1309
85 L,1640
65 L,1050
75 L,1150
3.88 Cr,2354
7.76 Cr,4700
36.81 L,1227
27.33 L,911
43.17 L,1439
27.24 L,908
26.79 L,893
29.94 L,2994000
65 L,1350
75 L,1400
65 L,1500
65 L,1120
28.75 L,810
33.72 L,950
30.72 L,850
26.8 L,755
33.72 L,950
55 L,1000
65 L,1250
44.73 L,1260
71 L,1250
50 L,1000
60 L,1270
37.73 L,1078
27.72 L,792
30.31 L,866
85 L,1458
30.98 L,885
36.68 L,1048
28.12 L,792
70 L,1300
56 L,970
72.11 L,1311
49.28 L,896
57.62 L,1226
34.12 L,1034
24.22 L,734
35 L,1150
30.69 L,990
27.12 L,875
35.65 L,1150
29.4 L,840
29.12 L,832
28.7 L,820
29.72 L,849
76 L,1600
45 L,850
45 L,1100
46 L,860
6.17 Cr,4456
4 Cr,2809
2.6 Cr,2702
2.2 Cr,1750
1.9 Cr,1899
1.15 Cr,1152
1.6 Cr,1424
31.77 L,1025
19.38 L,625
37.67 L,1215
29.7 L,990
3 Cr,2594
1.38 Cr,1251
1.5 Cr,1499
1.02 Cr,1700
45.7 L,896
65.7 L,1314
65 L,1268
60 L,1268
80 L,1480
60 L,1250
35.28 L,784
53 L,1178
34.12 L,1034
24.22 L,734
36.88 L,922
40.4 L,1010
59.44 L,1486
51.56 L,1289
58.2 L,1455
65 L,1268
29.5 L,900
1.02 Cr,1749
66.86 L,1311
72 L,1300
45.6 L,1140
46.96 L,1174
48.6 L,1215
47.24 L,1181
68.28 L,1707
55.08 L,1377
43.6 L,1090
32 L,720
3.13 Cr,2405
1.2 Cr,1400
1.3 Cr,1551
35.65 L,1150
49 L,850
80 L,1480
1.9 Cr,1503
1.2 Cr,2600
65 L,1452
52 L,880
66 L,1050
1.56 Cr,1590
3.68 Cr,2500
85 L,968
2.5 Cr,1880
85 L,1180
63 L,809
55 L,1180
1.3 Cr,1551
1.1 Cr,1623
96 L,1091
2.2 Cr,1911
1.35 Cr,1509
1.75 Cr,1974
1.9 Cr,1869
1.52 Cr,1512
2.95 Cr,2909
10 Cr,5554
6 Cr,2566
3.05 Cr,2506
29.98 L,1080
54 L,1200
56 L,1101
70 L,2350
24.25 L,746
24.9 L,766
23.5 L,835
22.29 L,796
16 L,528
27.88 L,697
55 L,878
27.23 L,727
38.59 L,1029
29.7 L,792
32 L,513
92 L,1008
45 L,800
1.55 Cr,1900
55 L,1265
1.65 Cr,1720
95 L,1265
1.05 Cr,1800
1.55 Cr,1803
78 L,1221
1.34 Cr,1501
5.1 Cr,2822
3.1 Cr,2081
2.8 Cr,1677
1.9 Cr,1475
2.5 Cr,1671
85 L,1100
1.25 Cr,1529
1.2 Cr,1733
80 L,1480
1.61 Cr,1424
90 L,1250
2.7 Cr,1840
1.05 Cr,1200
1.5 Cr,1300
1.3 Cr,1600
75 L,925
83 L,1266
1.5 Cr,1398
33 Cr,9238
4 Cr,6000
20 Cr,6500
7 Cr,5572
2.1 Cr,1778
11 Cr,8000
6.5 Cr,4778
3 Cr,2892
2.99 Cr,3111
3.6 Cr,2780
1.3 Cr,1523
4.5 Cr,4250
2 Cr,1771
3.56 Cr,2727
2.9 Cr,2206
95 L,1666
1.45 Cr,1476
60 L,920
80 L,1280
16 Cr,8500
3.95 Cr,2371
33 Cr,7780
2.7 Cr,2475
1.3 Cr,1132
3 Cr,2688
4.25 Cr,3029
3.6 Cr,2677
90 L,1950
2.9 Cr,2083
8 Cr,4995
95 L,1555
1.15 Cr,1366
75 L,905
1.5 Cr,2100
7.25 Cr,4700
2.42 Cr,2683
5.4 Cr,2371
2.65 Cr,2250
1.6 Cr,1661
1.4 Cr,1525
1.65 Cr,1813
80 L,1310
2.75 Cr,4739
3.5 Cr,2385
1.75 Cr,2958
50 L,722
1.34 Cr,1924
1.8 Cr,2960
76 L,1463
65 L,1200
72 L,1402
78 L,1461
5 Cr,3328
4.5 Cr,3325
1.9 Cr,1546
10 Cr,4300
1.5 Cr,1615
8.12 Cr,3420
3.2 Cr,2400
2.85 Cr,2915
1.73 Cr,2955
79.8 L,1286
89 L,1536
42.5 L,900
1.43 Cr,1954
1 Cr,1769
1.43 Cr,2185
1.3 Cr,2113
95 L,1266
1.07 Cr,1080
1.15 Cr,1411
2.4 Cr,3537
92 L,1464
95 L,947
80 L,950
2.7 Cr,2300
90 L,1138
63 L,910
80 L,948
74 L,1402
34.75 L,950
40.5 L,850
90 L,1245
38 L,946
63 L,975
82 L,1265
1.2 Cr,1820
1.5 Cr,1845
1.4 Cr,2020
1.47 Cr,2251
1.26 Cr,1255
1.43 Cr,1244
48.49 L,810
85 L,1212
32.3 L,897
79.97 L,1452
26.74 L,768
34.87 L,758
23.36 L,736
35 L,1000
28 L,921
20 L,756
28 L,920
40.25 L,1151
35.17 L,1055
26.82 L,742
29.5 L,810
42 L,900
29.5 L,812
42 L,901
1.2 Cr,1623
1.49 Cr,1930
1 Cr,1697
65 L,1062
66 L,1062
66.5 L,1062
65.5 L,1068
67 L,1062
1.65 Cr,2800
48.41 L,810
51 L,1070
80.11 L,1169
1.05 Cr,1510
75 L,895
42 L,1250
20.52 L,750
20.92 L,775
1.41 Cr,1232
2.02 Cr,1474
65.75 L,1105
33.18 L,1106
21.15 L,705
33.36 L,1112
21.48 L,716
21 L,700
33 L,1100
21.45 L,715
33.45 L,1115
33.3 L,1110
21.3 L,710
65.5 L,1100
33 L,730
5.3 Cr,3528
1.8 Cr,2000
1.55 Cr,1843
1.75 Cr,2079
74 L,1257
